time_dim_id,date_value,date_year,date_month,date_day,date_weekday,date_hour
7713,2015-11-19 22:00:00,2015,11,19,4,22
7714,2015-11-19 23:00:00,2015,11,19,4,23
7715,2015-11-20 00:00:00,2015,11,20,5,0
7716,2015-11-20 01:00:00,2015,11,20,5,1
7717,2015-11-20 02:00:00,2015,11,20,5,2
7718,2015-11-20 03:00:00,2015,11,20,5,3
7719,2015-11-20 04:00:00,2015,11,20,5,4
7720,2015-11-20 05:00:00,2015,11,20,5,5
7721,2015-11-20 06:00:00,2015,11,20,5,6
7722,2015-11-20 08:00:00,2015,11,20,5,8
7723,2015-11-20 09:00:00,2015,11,20,5,9
7724,2015-11-20 10:00:00,2015,11,20,5,10
7725,2015-11-20 11:00:00,2015,11,20,5,11
7726,2015-11-20 12:00:00,2015,11,20,5,12
7727,2015-11-20 13:00:00,2015,11,20,5,13
7728,2015-11-20 14:00:00,2015,11,20,5,14
7729,2015-11-20 15:00:00,2015,11,20,5,15
7730,2015-11-20 16:00:00,2015,11,20,5,16
7731,2015-11-20 17:00:00,2015,11,20,5,17
7732,2015-11-20 18:00:00,2015,11,20,5,18
7733,2015-11-20 19:00:00,2015,11,20,5,19
7734,2015-11-20 20:00:00,2015,11,20,5,20
7735,2015-11-20 21:00:00,2015,11,20,5,21
7736,2015-11-20 22:00:00,2015,11,20,5,22
7737,2015-11-20 23:00:00,2015,11,20,5,23
7738,2015-11-21 00:00:00,2015,11,21,6,0
7739,2015-11-21 01:00:00,2015,11,21,6,1
7740,2015-11-21 02:00:00,2015,11,21,6,2
7741,2015-11-21 03:00:00,2015,11,21,6,3
7742,2015-11-21 04:00:00,2015,11,21,6,4
7743,2015-11-21 05:00:00,2015,11,21,6,5
7744,2015-11-21 06:00:00,2015,11,21,6,6
7745,2015-11-21 07:00:00,2015,11,21,6,7
7746,2015-11-21 08:00:00,2015,11,21,6,8
7747,2015-11-21 09:00:00,2015,11,21,6,9
7748,2015-11-21 10:00:00,2015,11,21,6,10
7749,2015-11-21 11:00:00,2015,11,21,6,11
7750,2015-11-21 12:00:00,2015,11,21,6,12
7751,2015-11-21 13:00:00,2015,11,21,6,13
7752,2015-11-21 14:00:00,2015,11,21,6,14
7753,2015-11-21 15:00:00,2015,11,21,6,15
7754,2015-11-21 16:00:00,2015,11,21,6,16
7755,2015-11-21 17:00:00,2015,11,21,6,17
7756,2015-11-21 18:00:00,2015,11,21,6,18
7757,2015-11-21 19:00:00,2015,11,21,6,19
7758,2015-11-21 20:00:00,2015,11,21,6,20
7759,2015-11-21 21:00:00,2015,11,21,6,21
7760,2015-11-21 22:00:00,2015,11,21,6,22
7761,2015-11-21 23:00:00,2015,11,21,6,23
7762,2015-11-22 00:00:00,2015,11,22,0,0
7763,2015-11-22 01:00:00,2015,11,22,0,1
7764,2015-11-22 02:00:00,2015,11,22,0,2
7765,2015-11-22 03:00:00,2015,11,22,0,3
7766,2015-11-22 04:00:00,2015,11,22,0,4
7767,2015-11-22 05:00:00,2015,11,22,0,5
7768,2015-11-22 06:00:00,2015,11,22,0,6
7769,2015-11-22 07:00:00,2015,11,22,0,7
7770,2015-11-22 08:00:00,2015,11,22,0,8
7771,2015-11-22 09:00:00,2015,11,22,0,9
7772,2015-11-22 10:00:00,2015,11,22,0,10
7773,2015-11-22 11:00:00,2015,11,22,0,11
7774,2015-11-22 12:00:00,2015,11,22,0,12
7775,2015-11-22 13:00:00,2015,11,22,0,13
7776,2015-11-22 14:00:00,2015,11,22,0,14
7777,2015-11-22 15:00:00,2015,11,22,0,15
7778,2015-11-22 16:00:00,2015,11,22,0,16
7779,2015-11-22 17:00:00,2015,11,22,0,17
7780,2015-11-22 18:00:00,2015,11,22,0,18
7781,2015-11-22 19:00:00,2015,11,22,0,19
7782,2015-11-22 20:00:00,2015,11,22,0,20
7783,2015-11-22 21:00:00,2015,11,22,0,21
7784,2015-11-22 22:00:00,2015,11,22,0,22
7785,2015-11-22 23:00:00,2015,11,22,0,23
7786,2015-11-23 00:00:00,2015,11,23,1,0
7787,2015-11-23 01:00:00,2015,11,23,1,1
7788,2015-11-23 02:00:00,2015,11,23,1,2
7789,2015-11-23 03:00:00,2015,11,23,1,3
7790,2015-11-23 04:00:00,2015,11,23,1,4
7791,2015-11-23 05:00:00,2015,11,23,1,5
7792,2015-11-23 06:00:00,2015,11,23,1,6
7793,2015-11-23 07:00:00,2015,11,23,1,7
7794,2015-11-23 08:00:00,2015,11,23,1,8
7795,2015-11-23 09:00:00,2015,11,23,1,9
7796,2015-11-23 10:00:00,2015,11,23,1,10
7797,2015-11-23 11:00:00,2015,11,23,1,11
7798,2015-11-23 12:00:00,2015,11,23,1,12
7799,2015-11-23 13:00:00,2015,11,23,1,13
7800,2015-11-23 14:00:00,2015,11,23,1,14
7801,2015-11-23 15:00:00,2015,11,23,1,15
7802,2015-11-23 16:00:00,2015,11,23,1,16
7803,2015-11-23 17:00:00,2015,11,23,1,17
7804,2015-11-23 18:00:00,2015,11,23,1,18
7805,2015-11-23 19:00:00,2015,11,23,1,19
7806,2015-11-23 20:00:00,2015,11,23,1,20
7807,2015-11-23 21:00:00,2015,11,23,1,21
7808,2015-11-23 22:00:00,2015,11,23,1,22
7809,2015-11-23 23:00:00,2015,11,23,1,23
7810,2015-11-24 00:00:00,2015,11,24,2,0
7811,2015-11-24 01:00:00,2015,11,24,2,1
7812,2015-11-24 02:00:00,2015,11,24,2,2
7813,2015-11-24 03:00:00,2015,11,24,2,3
7814,2015-11-24 04:00:00,2015,11,24,2,4
7815,2015-11-24 05:00:00,2015,11,24,2,5
7816,2015-11-24 06:00:00,2015,11,24,2,6
7817,2015-11-24 07:00:00,2015,11,24,2,7
7818,2015-11-24 08:00:00,2015,11,24,2,8
7819,2015-11-24 09:00:00,2015,11,24,2,9
7820,2015-11-24 10:00:00,2015,11,24,2,10
7821,2015-11-24 11:00:00,2015,11,24,2,11
7822,2015-11-24 12:00:00,2015,11,24,2,12
7823,2015-11-24 13:00:00,2015,11,24,2,13
7824,2015-11-24 14:00:00,2015,11,24,2,14
7825,2015-11-24 15:00:00,2015,11,24,2,15
7826,2015-11-24 16:00:00,2015,11,24,2,16
7827,2015-11-24 17:00:00,2015,11,24,2,17
7828,2015-11-24 18:00:00,2015,11,24,2,18
7829,2015-11-24 19:00:00,2015,11,24,2,19
7830,2015-11-24 20:00:00,2015,11,24,2,20
7831,2015-11-24 21:00:00,2015,11,24,2,21
7832,2015-11-24 22:00:00,2015,11,24,2,22
7833,2015-11-24 23:00:00,2015,11,24,2,23
7834,2015-11-25 00:00:00,2015,11,25,3,0
7835,2015-11-25 01:00:00,2015,11,25,3,1
7836,2015-11-25 02:00:00,2015,11,25,3,2
7837,2015-11-25 03:00:00,2015,11,25,3,3
7838,2015-11-25 04:00:00,2015,11,25,3,4
7839,2015-11-25 05:00:00,2015,11,25,3,5
7840,2015-11-25 06:00:00,2015,11,25,3,6
7841,2015-11-25 07:00:00,2015,11,25,3,7
7842,2015-11-25 08:00:00,2015,11,25,3,8
7843,2015-11-25 09:00:00,2015,11,25,3,9
7844,2015-11-25 10:00:00,2015,11,25,3,10
7845,2015-11-25 11:00:00,2015,11,25,3,11
7846,2015-11-25 12:00:00,2015,11,25,3,12
7847,2015-11-25 13:00:00,2015,11,25,3,13
7848,2015-11-25 14:00:00,2015,11,25,3,14
7849,2015-11-25 15:00:00,2015,11,25,3,15
7850,2015-11-25 16:00:00,2015,11,25,3,16
7851,2015-11-25 17:00:00,2015,11,25,3,17
7852,2015-11-25 18:00:00,2015,11,25,3,18
7853,2015-11-25 19:00:00,2015,11,25,3,19
7854,2015-11-25 20:00:00,2015,11,25,3,20
7855,2015-11-25 21:00:00,2015,11,25,3,21
7856,2015-11-25 22:00:00,2015,11,25,3,22
7857,2015-11-26 00:00:00,2015,11,26,4,0
7858,2015-11-26 01:00:00,2015,11,26,4,1
7859,2015-11-26 02:00:00,2015,11,26,4,2
7860,2015-11-26 03:00:00,2015,11,26,4,3
7861,2015-11-26 04:00:00,2015,11,26,4,4
7862,2015-11-26 05:00:00,2015,11,26,4,5
7863,2015-11-26 06:00:00,2015,11,26,4,6
7864,2015-11-26 07:00:00,2015,11,26,4,7
7865,2015-11-26 08:00:00,2015,11,26,4,8
7866,2015-11-26 09:00:00,2015,11,26,4,9
7867,2015-11-26 10:00:00,2015,11,26,4,10
7868,2015-11-26 11:00:00,2015,11,26,4,11
7869,2015-11-26 12:00:00,2015,11,26,4,12
7870,2015-11-26 13:00:00,2015,11,26,4,13
7871,2015-11-26 14:00:00,2015,11,26,4,14
7872,2015-11-26 15:00:00,2015,11,26,4,15
7873,2015-11-26 16:00:00,2015,11,26,4,16
7874,2015-11-26 17:00:00,2015,11,26,4,17
7875,2015-11-26 18:00:00,2015,11,26,4,18
7876,2015-11-26 19:00:00,2015,11,26,4,19
7877,2015-11-26 20:00:00,2015,11,26,4,20
7878,2015-11-26 21:00:00,2015,11,26,4,21
7879,2015-11-26 22:00:00,2015,11,26,4,22
7880,2015-11-26 23:00:00,2015,11,26,4,23
7881,2015-11-27 00:00:00,2015,11,27,5,0
7882,2015-11-27 01:00:00,2015,11,27,5,1
7883,2015-11-27 02:00:00,2015,11,27,5,2
7884,2015-11-27 03:00:00,2015,11,27,5,3
7885,2015-11-27 04:00:00,2015,11,27,5,4
7886,2015-11-27 05:00:00,2015,11,27,5,5
7887,2015-11-27 06:00:00,2015,11,27,5,6
7888,2015-11-27 07:00:00,2015,11,27,5,7
7889,2015-11-27 08:00:00,2015,11,27,5,8
7890,2015-11-27 09:00:00,2015,11,27,5,9
7891,2015-11-27 10:00:00,2015,11,27,5,10
7892,2015-11-27 11:00:00,2015,11,27,5,11
7893,2015-11-27 12:00:00,2015,11,27,5,12
7894,2015-11-27 13:00:00,2015,11,27,5,13
7895,2015-11-27 14:00:00,2015,11,27,5,14
7896,2015-11-27 15:00:00,2015,11,27,5,15
7897,2015-11-27 16:00:00,2015,11,27,5,16
7898,2015-11-27 17:00:00,2015,11,27,5,17
7899,2015-11-27 18:00:00,2015,11,27,5,18
7900,2015-11-27 19:00:00,2015,11,27,5,19
7901,2015-11-27 20:00:00,2015,11,27,5,20
7902,2015-11-27 21:00:00,2015,11,27,5,21
7903,2015-11-27 22:00:00,2015,11,27,5,22
7904,2015-11-27 23:00:00,2015,11,27,5,23
7905,2015-11-28 00:00:00,2015,11,28,6,0
7906,2015-11-28 01:00:00,2015,11,28,6,1
7907,2015-11-28 02:00:00,2015,11,28,6,2
7908,2015-11-28 03:00:00,2015,11,28,6,3
7909,2015-11-28 04:00:00,2015,11,28,6,4
7910,2015-11-28 05:00:00,2015,11,28,6,5
7911,2015-11-28 06:00:00,2015,11,28,6,6
7912,2015-11-28 07:00:00,2015,11,28,6,7
7913,2015-11-28 08:00:00,2015,11,28,6,8
7914,2015-11-28 09:00:00,2015,11,28,6,9
7915,2015-11-28 10:00:00,2015,11,28,6,10
7916,2015-11-28 11:00:00,2015,11,28,6,11
7917,2015-11-28 12:00:00,2015,11,28,6,12
7918,2015-11-28 13:00:00,2015,11,28,6,13
7919,2015-11-28 14:00:00,2015,11,28,6,14
7920,2015-11-28 15:00:00,2015,11,28,6,15
7921,2015-11-28 16:00:00,2015,11,28,6,16
7922,2015-11-28 17:00:00,2015,11,28,6,17
7923,2015-11-28 18:00:00,2015,11,28,6,18
7924,2015-11-28 19:00:00,2015,11,28,6,19
7925,2015-11-28 20:00:00,2015,11,28,6,20
7926,2015-11-28 21:00:00,2015,11,28,6,21
7927,2015-11-28 22:00:00,2015,11,28,6,22
7928,2015-11-28 23:00:00,2015,11,28,6,23
7929,2015-11-29 00:00:00,2015,11,29,0,0
7930,2015-11-29 01:00:00,2015,11,29,0,1
7931,2015-11-29 02:00:00,2015,11,29,0,2
7932,2015-11-29 03:00:00,2015,11,29,0,3
7933,2015-11-29 04:00:00,2015,11,29,0,4
7934,2015-11-29 05:00:00,2015,11,29,0,5
7935,2015-11-29 06:00:00,2015,11,29,0,6
7936,2015-11-29 07:00:00,2015,11,29,0,7
7937,2015-11-29 08:00:00,2015,11,29,0,8
7938,2015-11-29 09:00:00,2015,11,29,0,9
7939,2015-11-29 10:00:00,2015,11,29,0,10
7940,2015-11-29 11:00:00,2015,11,29,0,11
7941,2015-11-29 12:00:00,2015,11,29,0,12
7942,2015-11-29 13:00:00,2015,11,29,0,13
7943,2015-11-29 14:00:00,2015,11,29,0,14
7944,2015-11-29 15:00:00,2015,11,29,0,15
7945,2015-11-29 16:00:00,2015,11,29,0,16
7946,2015-11-29 17:00:00,2015,11,29,0,17
7947,2015-11-29 18:00:00,2015,11,29,0,18
7948,2015-11-29 19:00:00,2015,11,29,0,19
7949,2015-11-29 20:00:00,2015,11,29,0,20
7950,2015-11-29 21:00:00,2015,11,29,0,21
7951,2015-11-29 22:00:00,2015,11,29,0,22
7952,2015-11-29 23:00:00,2015,11,29,0,23
7953,2015-11-30 00:00:00,2015,11,30,1,0
7954,2015-11-30 01:00:00,2015,11,30,1,1
7955,2015-11-30 02:00:00,2015,11,30,1,2
7956,2015-11-30 03:00:00,2015,11,30,1,3
7957,2015-11-30 04:00:00,2015,11,30,1,4
7958,2015-11-30 05:00:00,2015,11,30,1,5
7959,2015-11-30 06:00:00,2015,11,30,1,6
7960,2015-11-30 07:00:00,2015,11,30,1,7
7961,2015-11-30 08:00:00,2015,11,30,1,8
7962,2015-11-30 09:00:00,2015,11,30,1,9
7963,2015-11-30 10:00:00,2015,11,30,1,10
7964,2015-11-30 11:00:00,2015,11,30,1,11
7965,2015-11-30 12:00:00,2015,11,30,1,12
7966,2015-11-30 13:00:00,2015,11,30,1,13
7967,2015-11-30 14:00:00,2015,11,30,1,14
7968,2015-11-30 15:00:00,2015,11,30,1,15
7969,2015-11-30 16:00:00,2015,11,30,1,16
7970,2015-11-30 17:00:00,2015,11,30,1,17
7971,2015-11-30 18:00:00,2015,11,30,1,18
7972,2015-11-30 19:00:00,2015,11,30,1,19
7973,2015-11-30 20:00:00,2015,11,30,1,20
7974,2015-11-30 21:00:00,2015,11,30,1,21
7975,2015-11-30 22:00:00,2015,11,30,1,22
7976,2015-11-30 23:00:00,2015,11,30,1,23
7977,2015-12-01 00:00:00,2015,12,1,2,0
7978,2015-12-01 01:00:00,2015,12,1,2,1
7979,2015-12-01 02:00:00,2015,12,1,2,2
7980,2015-12-01 03:00:00,2015,12,1,2,3
7981,2015-12-01 04:00:00,2015,12,1,2,4
7982,2015-12-01 05:00:00,2015,12,1,2,5
7983,2015-12-01 06:00:00,2015,12,1,2,6
7984,2015-12-01 07:00:00,2015,12,1,2,7
7985,2015-12-01 08:00:00,2015,12,1,2,8
7986,2015-12-01 09:00:00,2015,12,1,2,9
7987,2015-12-01 10:00:00,2015,12,1,2,10
7988,2015-12-01 11:00:00,2015,12,1,2,11
7989,2015-12-01 12:00:00,2015,12,1,2,12
7990,2015-12-01 13:00:00,2015,12,1,2,13
7991,2015-12-01 14:00:00,2015,12,1,2,14
7992,2015-12-01 15:00:00,2015,12,1,2,15
7993,2015-12-01 16:00:00,2015,12,1,2,16
7994,2015-12-01 17:00:00,2015,12,1,2,17
7995,2015-12-01 18:00:00,2015,12,1,2,18
7996,2015-12-01 19:00:00,2015,12,1,2,19
7997,2015-12-01 20:00:00,2015,12,1,2,20
7998,2015-12-01 21:00:00,2015,12,1,2,21
7999,2015-12-01 22:00:00,2015,12,1,2,22
8000,2015-12-01 23:00:00,2015,12,1,2,23
8001,2015-12-02 00:00:00,2015,12,2,3,0
8002,2015-12-02 01:00:00,2015,12,2,3,1
8003,2015-12-02 02:00:00,2015,12,2,3,2
8004,2015-12-02 03:00:00,2015,12,2,3,3
8005,2015-12-02 04:00:00,2015,12,2,3,4
8006,2015-12-02 05:00:00,2015,12,2,3,5
8007,2015-12-02 06:00:00,2015,12,2,3,6
8008,2015-12-02 07:00:00,2015,12,2,3,7
8009,2015-12-02 08:00:00,2015,12,2,3,8
8010,2015-12-02 09:00:00,2015,12,2,3,9
8011,2015-12-02 10:00:00,2015,12,2,3,10
8012,2015-12-02 11:00:00,2015,12,2,3,11
8013,2015-12-02 12:00:00,2015,12,2,3,12
8014,2015-12-02 13:00:00,2015,12,2,3,13
8015,2015-12-02 14:00:00,2015,12,2,3,14
8016,2015-12-02 15:00:00,2015,12,2,3,15
8017,2015-12-02 16:00:00,2015,12,2,3,16
8018,2015-12-02 17:00:00,2015,12,2,3,17
8019,2015-12-02 18:00:00,2015,12,2,3,18
8020,2015-12-02 19:00:00,2015,12,2,3,19
8021,2015-12-02 20:00:00,2015,12,2,3,20
8022,2015-12-02 21:00:00,2015,12,2,3,21
8023,2015-12-02 22:00:00,2015,12,2,3,22
8024,2015-12-02 23:00:00,2015,12,2,3,23
8025,2015-12-03 00:00:00,2015,12,3,4,0
8026,2015-12-03 01:00:00,2015,12,3,4,1
8027,2015-12-03 02:00:00,2015,12,3,4,2
8028,2015-12-03 03:00:00,2015,12,3,4,3
8029,2015-12-03 04:00:00,2015,12,3,4,4
8030,2015-12-03 05:00:00,2015,12,3,4,5
8031,2015-12-03 06:00:00,2015,12,3,4,6
8032,2015-12-03 07:00:00,2015,12,3,4,7
8033,2015-12-03 08:00:00,2015,12,3,4,8
8034,2015-12-03 09:00:00,2015,12,3,4,9
8035,2015-12-03 10:00:00,2015,12,3,4,10
8036,2015-12-03 11:00:00,2015,12,3,4,11
8037,2015-12-03 12:00:00,2015,12,3,4,12
8038,2015-12-03 13:00:00,2015,12,3,4,13
8039,2015-12-03 14:00:00,2015,12,3,4,14
8040,2015-12-03 15:00:00,2015,12,3,4,15
8041,2015-12-03 16:00:00,2015,12,3,4,16
8042,2015-12-03 17:00:00,2015,12,3,4,17
8043,2015-12-03 18:00:00,2015,12,3,4,18
8044,2015-12-03 19:00:00,2015,12,3,4,19
8045,2015-12-03 20:00:00,2015,12,3,4,20
8046,2015-12-03 21:00:00,2015,12,3,4,21
8047,2015-12-03 22:00:00,2015,12,3,4,22
8048,2015-12-03 23:00:00,2015,12,3,4,23
8049,2015-12-04 00:00:00,2015,12,4,5,0
8050,2015-12-04 01:00:00,2015,12,4,5,1
8051,2015-12-04 02:00:00,2015,12,4,5,2
8052,2015-12-04 03:00:00,2015,12,4,5,3
8053,2015-12-04 05:00:00,2015,12,4,5,5
8054,2015-12-04 06:00:00,2015,12,4,5,6
8055,2015-12-04 07:00:00,2015,12,4,5,7
8056,2015-12-04 08:00:00,2015,12,4,5,8
8057,2015-12-04 09:00:00,2015,12,4,5,9
8058,2015-12-04 10:00:00,2015,12,4,5,10
8059,2015-12-04 11:00:00,2015,12,4,5,11
8060,2015-12-04 12:00:00,2015,12,4,5,12
8061,2015-12-04 13:00:00,2015,12,4,5,13
8062,2015-12-04 14:00:00,2015,12,4,5,14
8063,2015-12-04 15:00:00,2015,12,4,5,15
8064,2015-12-04 16:00:00,2015,12,4,5,16
8065,2015-12-04 17:00:00,2015,12,4,5,17
8066,2015-12-04 18:00:00,2015,12,4,5,18
8067,2015-12-04 19:00:00,2015,12,4,5,19
8068,2015-12-04 20:00:00,2015,12,4,5,20
8069,2015-12-04 21:00:00,2015,12,4,5,21
8070,2015-12-04 22:00:00,2015,12,4,5,22
8071,2015-12-04 23:00:00,2015,12,4,5,23
8072,2015-12-05 00:00:00,2015,12,5,6,0
8073,2015-12-05 01:00:00,2015,12,5,6,1
8074,2015-12-05 02:00:00,2015,12,5,6,2
8075,2015-12-05 03:00:00,2015,12,5,6,3
8076,2015-12-05 04:00:00,2015,12,5,6,4
8077,2015-12-05 05:00:00,2015,12,5,6,5
8078,2015-12-05 06:00:00,2015,12,5,6,6
8079,2015-12-05 07:00:00,2015,12,5,6,7
8080,2015-12-05 08:00:00,2015,12,5,6,8
8081,2015-12-05 09:00:00,2015,12,5,6,9
8082,2015-12-05 10:00:00,2015,12,5,6,10
8083,2015-12-05 11:00:00,2015,12,5,6,11
8084,2015-12-05 12:00:00,2015,12,5,6,12
8085,2015-12-05 13:00:00,2015,12,5,6,13
8086,2015-12-05 14:00:00,2015,12,5,6,14
8087,2015-12-05 15:00:00,2015,12,5,6,15
8088,2015-12-05 16:00:00,2015,12,5,6,16
8089,2015-12-05 17:00:00,2015,12,5,6,17
8090,2015-12-05 18:00:00,2015,12,5,6,18
8091,2015-12-05 19:00:00,2015,12,5,6,19
8092,2015-12-05 20:00:00,2015,12,5,6,20
8093,2015-12-05 21:00:00,2015,12,5,6,21
8094,2015-12-05 22:00:00,2015,12,5,6,22
8095,2015-12-05 23:00:00,2015,12,5,6,23
8096,2015-12-06 00:00:00,2015,12,6,0,0
8097,2015-12-06 01:00:00,2015,12,6,0,1
8098,2015-12-06 02:00:00,2015,12,6,0,2
8099,2015-12-06 03:00:00,2015,12,6,0,3
8100,2015-12-06 04:00:00,2015,12,6,0,4
8101,2015-12-06 05:00:00,2015,12,6,0,5
8102,2015-12-06 06:00:00,2015,12,6,0,6
8103,2015-12-06 07:00:00,2015,12,6,0,7
8104,2015-12-06 08:00:00,2015,12,6,0,8
8105,2015-12-06 09:00:00,2015,12,6,0,9
8106,2015-12-06 10:00:00,2015,12,6,0,10
8107,2015-12-06 11:00:00,2015,12,6,0,11
8108,2015-12-06 12:00:00,2015,12,6,0,12
8109,2015-12-06 13:00:00,2015,12,6,0,13
8110,2015-12-06 14:00:00,2015,12,6,0,14
8111,2015-12-06 15:00:00,2015,12,6,0,15
8112,2015-12-06 16:00:00,2015,12,6,0,16
8113,2015-12-06 17:00:00,2015,12,6,0,17
8114,2015-12-06 18:00:00,2015,12,6,0,18
8115,2015-12-06 19:00:00,2015,12,6,0,19
8116,2015-12-06 20:00:00,2015,12,6,0,20
8117,2015-12-06 21:00:00,2015,12,6,0,21
8118,2015-12-06 22:00:00,2015,12,6,0,22
8119,2015-12-06 23:00:00,2015,12,6,0,23
8120,2015-12-07 00:00:00,2015,12,7,1,0
8121,2015-12-07 01:00:00,2015,12,7,1,1
8122,2015-12-07 02:00:00,2015,12,7,1,2
8123,2015-12-07 03:00:00,2015,12,7,1,3
8124,2015-12-07 04:00:00,2015,12,7,1,4
8125,2015-12-07 05:00:00,2015,12,7,1,5
8126,2015-12-07 06:00:00,2015,12,7,1,6
8127,2015-12-07 07:00:00,2015,12,7,1,7
8128,2015-12-07 08:00:00,2015,12,7,1,8
8129,2015-12-07 09:00:00,2015,12,7,1,9
8130,2015-12-07 10:00:00,2015,12,7,1,10
8131,2015-12-07 11:00:00,2015,12,7,1,11
8132,2015-12-07 12:00:00,2015,12,7,1,12
8133,2015-12-07 13:00:00,2015,12,7,1,13
8134,2015-12-07 14:00:00,2015,12,7,1,14
8135,2015-12-07 15:00:00,2015,12,7,1,15
8136,2015-12-07 16:00:00,2015,12,7,1,16
8137,2015-12-07 17:00:00,2015,12,7,1,17
8138,2015-12-07 18:00:00,2015,12,7,1,18
8139,2015-12-07 19:00:00,2015,12,7,1,19
8140,2015-12-07 20:00:00,2015,12,7,1,20
8141,2015-12-07 21:00:00,2015,12,7,1,21
8142,2015-12-07 22:00:00,2015,12,7,1,22
8143,2015-12-07 23:00:00,2015,12,7,1,23
8144,2015-12-08 00:00:00,2015,12,8,2,0
8145,2015-12-08 01:00:00,2015,12,8,2,1
8146,2015-12-08 02:00:00,2015,12,8,2,2
8147,2015-12-08 03:00:00,2015,12,8,2,3
8148,2015-12-08 04:00:00,2015,12,8,2,4
8149,2015-12-08 05:00:00,2015,12,8,2,5
8150,2015-12-08 06:00:00,2015,12,8,2,6
8151,2015-12-08 07:00:00,2015,12,8,2,7
8152,2015-12-08 08:00:00,2015,12,8,2,8
8153,2015-12-08 09:00:00,2015,12,8,2,9
8154,2015-12-08 10:00:00,2015,12,8,2,10
8155,2015-12-08 11:00:00,2015,12,8,2,11
8156,2015-12-08 12:00:00,2015,12,8,2,12
8157,2015-12-08 13:00:00,2015,12,8,2,13
8158,2015-12-08 14:00:00,2015,12,8,2,14
8159,2015-12-08 15:00:00,2015,12,8,2,15
8160,2015-12-08 16:00:00,2015,12,8,2,16
8161,2015-12-08 17:00:00,2015,12,8,2,17
8162,2015-12-08 18:00:00,2015,12,8,2,18
8163,2015-12-08 19:00:00,2015,12,8,2,19
8164,2015-12-08 20:00:00,2015,12,8,2,20
8165,2015-12-08 21:00:00,2015,12,8,2,21
8166,2015-12-08 22:00:00,2015,12,8,2,22
8167,2015-12-08 23:00:00,2015,12,8,2,23
8168,2015-12-09 00:00:00,2015,12,9,3,0
8169,2015-12-09 01:00:00,2015,12,9,3,1
8170,2015-12-09 02:00:00,2015,12,9,3,2
8171,2015-12-09 03:00:00,2015,12,9,3,3
8172,2015-12-09 04:00:00,2015,12,9,3,4
8173,2015-12-09 05:00:00,2015,12,9,3,5
8174,2015-12-09 06:00:00,2015,12,9,3,6
8175,2015-12-09 07:00:00,2015,12,9,3,7
8176,2015-12-09 08:00:00,2015,12,9,3,8
8177,2015-12-09 09:00:00,2015,12,9,3,9
8178,2015-12-09 10:00:00,2015,12,9,3,10
8179,2015-12-09 11:00:00,2015,12,9,3,11
8180,2015-12-09 12:00:00,2015,12,9,3,12
8181,2015-12-09 13:00:00,2015,12,9,3,13
8182,2015-12-09 14:00:00,2015,12,9,3,14
8183,2015-12-09 15:00:00,2015,12,9,3,15
8184,2015-12-09 16:00:00,2015,12,9,3,16
8185,2015-12-09 17:00:00,2015,12,9,3,17
8186,2015-12-09 18:00:00,2015,12,9,3,18
8187,2015-12-09 19:00:00,2015,12,9,3,19
8188,2015-12-09 20:00:00,2015,12,9,3,20
8189,2015-12-09 21:00:00,2015,12,9,3,21
8190,2015-12-09 22:00:00,2015,12,9,3,22
8191,2015-12-09 23:00:00,2015,12,9,3,23
8192,2015-12-10 00:00:00,2015,12,10,4,0
8193,2015-12-10 01:00:00,2015,12,10,4,1
8194,2015-12-10 02:00:00,2015,12,10,4,2
8195,2015-12-10 03:00:00,2015,12,10,4,3
8196,2015-12-10 04:00:00,2015,12,10,4,4
8197,2015-12-10 05:00:00,2015,12,10,4,5
8198,2015-12-10 07:00:00,2015,12,10,4,7
8199,2015-12-10 08:00:00,2015,12,10,4,8
8200,2015-12-10 09:00:00,2015,12,10,4,9
8201,2015-12-10 10:00:00,2015,12,10,4,10
8202,2015-12-10 11:00:00,2015,12,10,4,11
8203,2015-12-10 12:00:00,2015,12,10,4,12
8204,2015-12-10 13:00:00,2015,12,10,4,13
8205,2015-12-10 14:00:00,2015,12,10,4,14
8206,2015-12-10 15:00:00,2015,12,10,4,15
8207,2015-12-10 16:00:00,2015,12,10,4,16
8208,2015-12-10 17:00:00,2015,12,10,4,17
8209,2015-12-10 18:00:00,2015,12,10,4,18
8210,2015-12-10 19:00:00,2015,12,10,4,19
8211,2015-12-10 20:00:00,2015,12,10,4,20
8212,2015-12-10 21:00:00,2015,12,10,4,21
8213,2015-12-10 22:00:00,2015,12,10,4,22
8214,2015-12-10 23:00:00,2015,12,10,4,23
8215,2015-12-11 00:00:00,2015,12,11,5,0
8216,2015-12-11 01:00:00,2015,12,11,5,1
8217,2015-12-11 02:00:00,2015,12,11,5,2
8218,2015-12-11 03:00:00,2015,12,11,5,3
8219,2015-12-11 04:00:00,2015,12,11,5,4
8220,2015-12-11 05:00:00,2015,12,11,5,5
8221,2015-12-11 06:00:00,2015,12,11,5,6
8222,2015-12-11 07:00:00,2015,12,11,5,7
8223,2015-12-11 08:00:00,2015,12,11,5,8
8224,2015-12-11 09:00:00,2015,12,11,5,9
8225,2015-12-11 10:00:00,2015,12,11,5,10
8226,2015-12-11 11:00:00,2015,12,11,5,11
8227,2015-12-11 12:00:00,2015,12,11,5,12
8228,2015-12-11 13:00:00,2015,12,11,5,13
8229,2015-12-11 14:00:00,2015,12,11,5,14
